did,name,version,status,format,file_id,default_target_attribute,upload_date,NumberOfInstances,NumberOfFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,dataset_md5_checksum,metadata_response_sha256
739,sleep,3,active,ARFF,53273,binaryClass,2014-10-04T14:32:09,62,8,7,1,181cc41d618585b6e4cf36e84f2bd48f,ffa8fb534152c06cf9f40601c73cbcf40082d370b83d36244fb97b83f672c52b
740,fri_c3_1000_10,2,active,ARFF,53274,binaryClass,2014-10-04T14:32:11,1000,11,10,1,e63ace5154bc0bba5754a1520bbde8a4,123c81d2fc0d8711f99fa39b56e215f524d8de4ce0f25c88640f6b97c621aa2e
741,rmftsa_sleepdata,2,active,ARFF,53275,binaryClass,2014-10-04T14:32:12,1024,3,1,2,3c9bd47fa88ddefb363c3f99dd902c33,09791934026acbc75727749a41bc50ad42f78a7dc36efdf1214b1d99590b6b20
742,fri_c4_500_100,2,active,ARFF,53276,binaryClass,2014-10-04T14:32:14,500,101,100,1,e6f14d0a380517f61cf29f1f92c87db3,be0e0c3e87025794e56e60ffc56e01605ab5651ccba1b0bf014ee97ba296e6d3
743,fri_c1_1000_5,2,active,ARFF,53277,binaryClass,2014-10-04T14:32:16,1000,6,5,1,421331f7f6ec32223aacbda7942d57b8,9491a2810a366c58d290ba097a5b96bc464bef604eb6c97687bd6693e89ec972
744,fri_c3_250_5,2,active,ARFF,53278,binaryClass,2014-10-04T14:32:17,250,6,5,1,e4a06f44081bc8f10efd41b7fc3212a8,e4d537b21fa86c10a3b93d4d68f813d98683295babc79a676eb249e7bd91dbbd
745,auto_price,2,active,ARFF,53279,binaryClass,2014-10-04T14:32:19,159,16,14,2,d48bdbd1d88d973d8943a60f76dae188,6ecaf8d2b51df709e85e9956cd26f015aee3318bc100217c0148cbaef6d8de52
746,fri_c1_250_25,2,active,ARFF,53280,binaryClass,2014-10-04T14:32:20,250,26,25,1,8fa91a4ee3c8e4585b14b710f726fa1c,cd90c15b38d156f8deca3563c739a4f04148899d501d0ca8c823d72cd55d6c32
747,servo,1,active,ARFF,53281,binaryClass,2014-10-04T14:32:23,167,5,0,5,6e0a72789419a88a732bc99cacc7bd3b,98cd02a78a0e27bc296497ad2cdbd692d6f03c2f2267deb8d53f8e1a731e0f3c
748,analcatdata_wildcat,2,active,ARFF,53282,binaryClass,2014-10-04T14:32:24,163,6,3,3,44919efbe9c9068ef4e2065ba5a096dd,0fc9fafec999a6337e9bd50128a7c6b791dbd054130a63459df0a2e94bd47909
749,fri_c3_500_5,2,active,ARFF,53283,binaryClass,2014-10-04T14:32:26,500,6,5,1,3e18b763dbd759d66776d7160592dc25,c7ef78b971d5b30cfeefaf5f57eaac923f05985718746fefba70546a580fa52d
750,pm10,2,active,ARFF,53284,binaryClass,2014-10-04T14:32:27,500,8,7,1,f908f55c8b1302819860c0d7732d1255,36b7ab87ef42963796b8c29178ceff13dbb7663e36c49e72de95486845b33b89
751,fri_c4_1000_10,2,active,ARFF,53285,binaryClass,2014-10-04T14:32:29,1000,11,10,1,372a365423ed11a86af91443a0481dd2,b166aeb8db03d8b76a3b727a9b2b89070349992924401a308870cba535d857ab
752,puma32H,2,active,ARFF,53286,binaryClass,2014-10-04T14:32:32,8192,33,32,1,059ec10370367752b9410d71a989631f,4509357688aad0d159c29a83dd3c8453ded669067911789dea838b6522447ca8
753,wisconsin,2,active,ARFF,53287,binaryClass,2014-10-04T14:32:34,194,33,32,1,503b6b8179291983878118b887f26727,bbe432c1b814fbaec66b5179041c50a585a2233ce9f289c26b7a6f2850ec1d8c
754,fri_c0_100_5,2,active,ARFF,53288,binaryClass,2014-10-04T14:32:35,100,6,5,1,59129e42c0c950624f48f4a6330eb8f3,a8fe94241f018a868d03fc413c019bf0ddef246c66863b697ce1a966bfabd3fd
755,sleuth_ex1605,2,active,ARFF,53289,binaryClass,2014-10-04T14:32:37,62,6,5,1,20ca25599a405458907f63b593317850,610251b1e40aacf795451f70c2c2216089aae66cb0e4a380498f9c22d5a7d0fc
756,autoPrice,2,active,ARFF,53290,binaryClass,2014-10-04T14:32:38,159,16,15,1,f38c1d215c51b77f50c0042ba92d58a2,34dffc56136ed50999fb5818965f295d099da914b5dc9554665e3603952576c9
757,meta,2,active,ARFF,53291,binaryClass,2014-10-04T14:32:40,528,22,19,3,04aba4fb2133e14cca4b851b4d8b5305,07671ff32a44d43d81c6f92dccc2feee74920d77b30d59e2be394142b57f6ea0
758,analcatdata_election2000,2,active,ARFF,53292,binaryClass,2014-10-04T14:32:41,67,15,14,1,d25a29d4b593a224b9b3823f9e51d363,d82ddbb964edc9049401373d65886c1909def1c05f074680ca21a403b712a2dc
759,analcatdata_olympic2000,2,active,ARFF,53293,binaryClass,2014-10-04T14:32:43,66,12,11,1,9333ac742c504f0ad9a3ddd726d15c9e,fa24a4423f6ff0efe857a3c3be29ce59947b1cb8e99e8d2bf8335d429c7ac546
760,analcatdata_uktrainacc,2,active,ARFF,53294,binaryClass,2014-10-04T14:32:44,31,16,15,1,9abcd385714fc83861ab83e50b967cd1,f611d6cf66cb3cd9b18c67817ce76ee3188d074e93828e2ec3f3efda3b977960
761,cpu_act,3,active,ARFF,53295,binaryClass,2014-10-04T14:32:46,8192,22,21,1,b24af4bdcb5687a3af42ff7582f7d611,600b467b7af5f92305dcdad5de66ad81c15ab7fdf6a4d8c229c47748ce5882dc
762,fri_c2_100_10,2,active,ARFF,53296,binaryClass,2014-10-04T14:32:47,100,11,10,1,6cb3954a3a5a3a0a4b4815d010dbb241,4100130fa58bf7c1708224a81a7965bd52ac047972a2f89b15668297341e9e66
763,fri_c0_250_10,2,active,ARFF,53297,binaryClass,2014-10-04T14:32:49,250,11,10,1,604d8467eb6b9d1277ab19c19c5ec50c,a611dd95d9e4985a0150203dfed882f64e16e5898f55e6aca0cb477228ccbb0f
764,analcatdata_apnea3,2,active,ARFF,53298,binaryClass,2014-10-04T14:32:50,450,4,1,3,99a3de059e0a7eac815e36d486fec8b3,331c162447ce77bc755ca007d1f3ee0a8bbd2a419ee1524f22e1ac463048e896
765,analcatdata_apnea2,2,active,ARFF,53299,binaryClass,2014-10-04T14:32:53,475,4,1,3,6b46ec0ffb48e67a059697d58527ee62,f354bedfb2465a2dfc20eaf99bc893567baad4a8db0147c1750d217f98c0f106
766,fri_c1_500_50,2,active,ARFF,53300,binaryClass,2014-10-04T14:32:55,500,51,50,1,745bc7e6da2a87e59436a0f52302ee35,fd95df95742611b88901c9ad17cd7ee7550b1e42be9cfba6c0cf6b0570b51a32
767,analcatdata_apnea1,2,active,ARFF,53301,binaryClass,2014-10-04T14:32:56,475,4,1,3,24b54b6192cfe4ece654a4b002479b82,f0a5954358702d957951a91a1c79f2328c71f91d20542fef8ce8bf4d9a32ace2
768,fri_c3_100_25,2,active,ARFF,53302,binaryClass,2014-10-04T14:32:57,100,26,25,1,c887db5030a3ee07214ef2b5e1359472,71bfb423d5966e3f56d402199adc5e18676e9db24f6f292351f441794b66f978
769,fri_c1_250_50,2,active,ARFF,53303,binaryClass,2014-10-04T14:32:59,250,51,50,1,cc775c2f4aefb1c4ee2ec2d1e3e6543c,b3c555a7e62799c0ec76f59854f688fb52913b0cf9d4125cf02e6c02d58c146e
770,strikes,2,active,ARFF,53304,binaryClass,2014-10-04T14:33:01,625,7,6,1,1504c647ee1771753339e837a7db568a,8b0b2e590ce9a6e9b7b9e34dd6b6f17f3ee83110ff204c02f9b62908b75d2c2c
771,analcatdata_michiganacc,2,active,ARFF,53305,binaryClass,2014-10-04T14:33:03,108,4,1,3,6f4f9838af7da3aaa66fdad5e9ddd164,be6ffc16c76c523dc75fb4289c0b3f673671582829f120d7132475260c012c9c
772,quake,3,active,ARFF,53306,binaryClass,2014-10-04T14:33:05,2178,4,3,1,e729512f04875d5822a8e2a3ca1f8f2e,19f9b867db1026dcc73d597a50e80b6984334833629c61d01f57a9d56b3b6f56
773,fri_c0_250_25,2,active,ARFF,53307,binaryClass,2014-10-04T14:33:07,250,26,25,1,030a5b057692c85b5c91616dcc4bf630,9509e5a8303de3af1b728516bf70e3e9c086b175dc1e9eda16581b82e0c69fa4
774,disclosure_x_bias,2,active,ARFF,53308,binaryClass,2014-10-04T14:33:09,662,4,3,1,184a122b159fa0a0c18326d8b56dd191,3ace6a7fe5f25d4a29fe67d6f93f0e7fc6d368e0433889a8ed336b49e9ebeb52
775,fri_c2_100_25,2,active,ARFF,53309,binaryClass,2014-10-04T14:33:10,100,26,25,1,55b9e52f8c2945ae3fad31e47c610299,91ed9a9fa2c08f256c612869ddfd70127b1656b729c821667b6ef5feb64adb99
776,fri_c0_250_5,2,active,ARFF,53310,binaryClass,2014-10-04T14:33:12,250,6,5,1,046b2d67c528705fc33e0a95e0001b7a,82653996dcb7f86ed30fb57593e5d014d25cdd0601625650f6a35ce440aee830
777,sleuth_ex1714,2,active,ARFF,53311,binaryClass,2014-10-04T14:33:14,47,8,7,1,f591e88d14c3829f8f87a6632e52cf82,c77f8efa5b67df05fdbaf93d73baa3008e5bc388923c16d736bb4fd03aa02e6f
778,bodyfat,2,active,ARFF,53312,binaryClass,2014-10-04T14:33:15,252,15,14,1,23157f0dec9734817bfaf39f17e7cc15,3fa047c40e8917db059957ebee4882dd8d2c68e7a84cde2d9aed1f25ecdfa64a
779,fri_c1_500_25,2,active,ARFF,53313,binaryClass,2014-10-04T14:33:17,500,26,25,1,79bb7eeff1d74f24598403f070064a49,89578f553a707a447afa81ba95c4fc7cf2105687104708dec943527263ec328d
780,rabe_265,2,active,ARFF,53314,binaryClass,2014-10-04T14:33:18,51,7,6,1,8c48480459e54a6e077c8c7170f31491,b99fe871b45fe6f4cd92625321896b3dcbc1f340443ae7c87ed0980140bbcb75
782,rabe_266,2,active,ARFF,53316,binaryClass,2014-10-04T14:33:21,120,3,2,1,7d5a51703e79c2be0214ec07a1abb0e0,313b3cf4069498a604ea9bfcd4acf06840570d3a8c3dbdf58021b21774820e55
783,fri_c3_100_10,2,active,ARFF,53317,binaryClass,2014-10-04T14:33:23,100,11,10,1,28724a812c5fd4682169efdd399d9d26,2854e57bb72b621eb176855bfe294c0cfbda9d49182888da9e8ac1b7554d5e5f
784,newton_hema,2,active,ARFF,53318,binaryClass,2014-10-04T14:33:24,140,4,2,2,a2cca076017216be4203e7f51518e107,2d8684445f98989314af8f589bb1fb04fe1d7f74e90b799fab26af2790947b51
785,wind_correlations,2,active,ARFF,53319,binaryClass,2014-10-04T14:33:26,45,47,46,1,f4d85422ae5e36007a0b7ab88e53721f,8eb6c01f34fcd643c45d82957334ac9101ee79e1e615c5646519bb06d36fd7ca
786,cleveland,2,active,ARFF,53320,binaryClass,2014-10-04T14:33:27,303,14,6,8,7f0a8009cf5af006a7b4d81fc78940cd,36768acf5ca7d22dbadb7e3a5353a1a9b901480bda364626e1a10d23e5019914
787,witmer_census_1980,2,active,ARFF,53321,binaryClass,2014-10-04T14:33:29,50,5,4,1,fd8466b6e7a5777ec2e17ff1d0d88b41,1a3c043fd17281ae8289c0af17888eb68bd9ec5cb2014d7f8e73c9c050c7462e
788,triazines,2,active,ARFF,53322,binaryClass,2014-10-04T14:33:30,186,61,60,1,e6f1cf4313611497a619663f952a405e,e29cd6e45a20fe1328be3e1fb66bf2e1619087d961706f046e7b418e6cc5af72
789,fri_c1_100_10,2,active,ARFF,53323,binaryClass,2014-10-04T14:33:32,100,11,10,1,e772dd50c4ea72b15e1d1e43510cdf29,317161682fade3464da7a22ad95a1942623d4acd96a09688df895547924a8a9a
790,elusage,2,active,ARFF,53324,binaryClass,2014-10-04T14:33:33,55,3,1,2,56921ec2a7b662e3c13672503784ec26,ed74b555c1d597e0f3b4ec1be83f35763fa88b754c33c6b9f55b71e121cde60f
791,diabetes_numeric,2,active,ARFF,53325,binaryClass,2014-10-04T14:33:34,43,3,2,1,5a57b11b32bcd1dd113adacc26feb29d,bac8bd4630bc1b6aae1b26a36bf2ec02d282546459b4eee7fd1b65d9d8896b58
792,fri_c2_500_5,2,active,ARFF,53326,binaryClass,2014-10-04T14:33:36,500,6,5,1,ac4e0547201c4f7c97153e56a081607b,776974e6bbb9fa05520ae280ad909040a478799c0b877ec07a453f2f1005b6e9
793,fri_c3_250_10,2,active,ARFF,53327,binaryClass,2014-10-04T14:33:37,250,11,10,1,7b0e8e6ae99aac3ad9b23d61a80bf959,52ed22ab9e199aa1e83824e6f2c4a4ea5e1e09ca2975c5d105dcedfff2146b80
794,fri_c2_250_25,2,active,ARFF,53328,binaryClass,2014-10-04T14:33:39,250,26,25,1,d15ed220887add5655f96fa4e649113e,268b904aaafd4be8012e27d521ee5e8b80ee5271147dde1dda8fb92c9321f523
795,disclosure_x_tampered,2,active,ARFF,53329,binaryClass,2014-10-04T14:33:40,662,4,3,1,eb275ab18e598a2d1f7e24cf4543a611,fcc72ffb4dd4db99c66ee31e146253169748b5c220a96a0c871b505923a20204
796,cpu,2,active,ARFF,53330,binaryClass,2014-10-04T14:33:42,209,8,6,2,ccc538f4f8044bc127428563349f80bc,a0434527fd3dfe7b4e3fcd25445446939b671808eda73b4f07b3ac397cc5905c
797,fri_c4_1000_50,2,active,ARFF,53331,binaryClass,2014-10-04T14:33:44,1000,51,50,1,06a5375e68f6b406f921145da3dbdd91,19770c879d40a65c88817a09e47e469e39497259f9bba93a39cb7c560098ee8a
798,cholesterol,2,active,ARFF,53332,binaryClass,2014-10-04T14:33:45,303,14,6,8,4a57a6bcc11d144b715f2970f6824fe3,400ccc33fdeff09871644e839a7e232f0221e74f179e9198f71556dc93c7b30c
799,fri_c0_1000_5,2,active,ARFF,53333,binaryClass,2014-10-04T14:33:47,1000,6,5,1,8107c379879c9cf3be25c96ceecf3e36,f63bacdc6438b192f313be32ea101ee717cbe406c0eabbf0b93c37545b3e980d
800,pyrim,2,active,ARFF,53334,binaryClass,2014-10-04T14:33:48,74,28,27,1,f4b674bd7baa01a88f0247707eafe025,439bb6c1c73b5f76937400094b3b29ef04ccf372ac01ba33f6c6cd9695c0ae81
801,chscase_funds,2,active,ARFF,53335,binaryClass,2014-10-04T14:33:50,185,3,2,1,35f1c9193022ba67458e68cb9fc0ac05,b6238810fec7df37a5f68cead00a17e83cf2cba22f08c11bea34c5b195fb961d
802,pbcseq,2,active,ARFF,53336,binaryClass,2014-10-04T14:33:51,1945,19,12,7,78f5b312a52be517f25e60e3f8dbded0,81c87ace73c442ffb17912c6118ae54a022dd43c481fec90791af1d2b5233dc3
803,delta_ailerons,1,active,ARFF,53337,binaryClass,2014-10-04T14:33:53,7129,6,5,1,1dbd4ae50e6f11f476efb9456aea1541,005d7e6b6db0c601dea67d3f8da9c0f7fa2fe2e284455f3a818be7d16dab1d58
804,hutsof99_logis,2,active,ARFF,53338,binaryClass,2014-10-04T14:33:54,70,8,3,5,fa59506aabb93dd68762eca9d877a436,16b01668eec704d8f6c178f32cff25ae688538ab0899973959dd77d471267f83
805,fri_c4_500_50,2,active,ARFF,53339,binaryClass,2014-10-04T14:33:56,500,51,50,1,e05d9e0a03dc1ef09b0561e0cf7c24c3,c9c422c8d4d29ed77c401335b1b644d30b425bb0abf528e25a8c195ac00c42e0
806,fri_c3_1000_50,2,active,ARFF,53340,binaryClass,2014-10-04T14:33:58,1000,51,50,1,7bb408c5a3d5b3c5f113c285f2092d9c,cc2315ef1d55b0f06777f027bbadaadacfa6af6601a552ca99eba1c32f3fb226
807,kin8nm,2,active,ARFF,53341,binaryClass,2014-10-04T14:34:00,8192,9,8,1,315451c3c9608ff8a56fd2c785d84830,abfc6ef7db1b6e419008f751e87c2bfb0dfdaf4b87c9b26e98993fd05e7015ac
808,fri_c0_100_10,2,active,ARFF,53342,binaryClass,2014-10-04T14:34:02,100,11,10,1,5b8575a3611704c3829affc09b1d6eb9,68f44279581ef7075c73cd7f6d93fc1d6d4e718e545972fb3032a06b4ed3741b
810,pbc,3,active,ARFF,53344,binaryClass,2014-10-04T14:34:05,418,19,10,9,99d45cdd7c27aee4c07d794275b12f87,00cea7a3363abd164673780f6ee04f1a92c38c82c0b1f77ef34765a66db15ec8
811,rmftsa_ctoarrivals,2,active,ARFF,53345,binaryClass,2014-10-04T14:34:07,264,3,1,2,8a20504736c789e0e745e15ab84c3b9e,e215c0cc9772dc18020d68eba7bbe3b1add721b27ae9296b5b009698ecde4c99
812,fri_c1_100_25,2,active,ARFF,53346,binaryClass,2014-10-04T14:34:08,100,26,25,1,9fe5e616183c8f94d562e307c50e2529,ffb94914d081daa9944837dbbedee2b85d39c11697d471c8cffda272a25f9aaf
813,fri_c3_1000_5,2,active,ARFF,53347,binaryClass,2014-10-04T14:34:11,1000,6,5,1,83b74c624c4ac88b644062821d2fbd73,de5a5fa2f2966bd131c316f9b9c81438816bfea666eaabb79ad401c9f35d3d0b
814,chscase_vine2,2,active,ARFF,53348,binaryClass,2014-10-04T14:34:12,468,3,2,1,87ae5a0d149499c15192456b3bc4b857,0234f87826733fcdc7d06ad56f1f1d66ffc69f4f349eef5e73a6b86ea42f1b58
815,chscase_vine1,2,active,ARFF,53349,binaryClass,2014-10-04T14:34:14,52,10,9,1,61f3b365b33f78813c19153db9ccb8a5,49be5c51acee9f9a9bb15c9ce3e695203d70d50895a8204f0f64fef3067119a8
816,puma8NH,2,active,ARFF,53350,binaryClass,2014-10-04T14:34:15,8192,9,8,1,149bcdf84af7140df486f8466cce33db,6cf413925bf34819bd4b1bfffda3d623df779befe2254b73f4cc45d4ee6a8f7a
817,diggle_table_a1,2,active,ARFF,53351,binaryClass,2014-10-04T14:34:17,48,5,4,1,555e21b8abe5b01fb2fe26872b49019c,70bb240ae14c9e208221cfc5b20428bcaed4902ddbac9fcf64a4e0af31ffbb00
818,diggle_table_a2,2,active,ARFF,53352,binaryClass,2014-10-04T14:34:18,310,9,7,2,f11fc2695d036d17092ccfff23e7743c,09f3515cb5cc3d1393bfdc74459c7a4fd201d683d36b841b8af3ba57da8fbf8e
819,delta_elevators,3,active,ARFF,53353,binaryClass,2014-10-04T14:34:20,9517,7,6,1,06950eb92fdac7017135f3e9c92b4c9c,fd8f4051a7a154e96a03c27578b8b8a2660dc2fc84563a6ee3267b1e80832939
820,chatfield_4,2,active,ARFF,53354,binaryClass,2014-10-04T14:34:22,235,13,12,1,7ed349ca788719337858268d15c438bf,a9241a91edb16e1d75bb08e91ed867e6e4a942f0a19e0bacc7c432fdd9b53e30
821,house_16H,2,active,ARFF,53355,binaryClass,2014-10-04T14:34:25,22784,17,16,1,e43caa29c2a52a3d15843300a3f423f3,3331f28a83b4747029c7b937ebd7ba686745484bef87aa95bf5861c35c9a9d84
823,houses,2,active,ARFF,53357,binaryClass,2014-10-04T14:34:30,20640,9,8,1,9b80ae72ca6149105816d9c2f8fa61a9,275a492d0bdab9eba33b724a5b7abda117566e54d632ce42d793eb270edce759
824,fri_c1_500_10,2,active,ARFF,53358,binaryClass,2014-10-04T14:34:31,500,11,10,1,03a5c125c00f749f61292e0b75ee7451,254c695d4e71b4c25a6ec093eb5241da288b3e7cb00f9d23c324cf2d38c1b2b1
825,boston_corrected,2,active,ARFF,53359,binaryClass,2014-10-04T14:34:34,506,21,17,4,b1b178fe00338f5bc1b571ef01683811,a90062b7822078e6edb5b1e1c0647fde7c16126836bf4c91ce45ca3dacee52eb
826,sensory,2,active,ARFF,53360,binaryClass,2014-10-04T14:34:35,576,12,0,12,c0bf5037bd348c0433de6701dc835715,cf43aa1838630eff71856d03db2ebf8c27f79e9607b6a14cded06f658d18f304
827,disclosure_x_noise,2,active,ARFF,53361,binaryClass,2014-10-04T14:34:37,662,4,3,1,29e0d9405f1cad185971db23a0e22560,5d3b0e86ed843cc72fba2d19c1f2b7873b9b269152d30a081bb19c4de77f5c88
828,fri_c4_100_100,2,active,ARFF,53362,binaryClass,2014-10-04T14:34:38,100,101,100,1,1ec8e9f85107bccb7d81df69c5c85d9b,285934b836d7741c1f97af09de6bf3e006be833d4b05b0de32c6514d65e3ee30
829,fri_c1_100_5,2,active,ARFF,53363,binaryClass,2014-10-04T14:34:40,100,6,5,1,00eabd5625e40abe4f81310e5cd82055,54638b1aa84be71e740720e11aa565418e4f93b5bd294107f71d191cfb3b2f41
830,fri_c2_250_10,2,active,ARFF,53364,binaryClass,2014-10-04T14:34:41,250,11,10,1,fea5068ab77481a1a0d577d7a7a8bd1b,5a9ca668f61d34ecb4cb3199dccb4b091c5ff6a9e145aab4727ecd86717b7b63
831,autoMpg,2,active,ARFF,53365,binaryClass,2014-10-04T14:34:43,398,8,4,4,d0f2eea97e6e607a214a83d1bbef5279,e6491d4911f3f3c5346522d79790cc3de9f51901439ee5fc1935673fcce3a8c9
832,fri_c3_250_25,2,active,ARFF,53366,binaryClass,2014-10-04T14:34:44,250,26,25,1,1ce9252097ec5b8625514027c669a675,933dfb72f9e25f7878a56063b7b9239f418dd2916dc758134196caa203f1c0cd
833,bank32nh,2,active,ARFF,53367,binaryClass,2014-10-04T14:34:48,8192,33,32,1,bd63b7da7b8d1a5c9553f3b410d4a3b1,f7b33d588a0606d7d0b92f078f88e45f85610f99865b825bd7b768060161b24e
834,fri_c4_250_100,2,active,ARFF,53368,binaryClass,2014-10-04T14:34:49,250,101,100,1,820420c290e0a5b1fcea2439a2f7026a,b377de0ba822662cb6cbf9bb91fb92d594b1b88459c1825b479e7440ce59ac5f
835,analcatdata_vehicle,2,active,ARFF,53369,binaryClass,2014-10-04T14:34:51,48,5,0,5,2de5fc79fae7e0739512b50cd7ce3ff5,9659faf403d22f336d5e6637893b1fe531649289b7037546c750018fbf830177
836,sleuth_case1102,2,active,ARFF,53370,binaryClass,2014-10-04T14:34:52,34,9,5,4,b3f6751ff38c5741cd1bcd4f68d7f196,5fc43f24d9d7955d0329d0fd32571550ef7c75d7d1d911d4ca659dc41166c641
837,fri_c1_1000_50,2,active,ARFF,53371,binaryClass,2014-10-04T14:34:54,1000,51,50,1,ae3a4f649f9132584d72fb90990f12b0,f1e873d358c5b74df94bf39364826d577f4d4dc6a643f2702901cec30cd40913
838,fri_c4_500_25,2,active,ARFF,53372,binaryClass,2014-10-04T14:34:56,500,26,25,1,f195e50ddbf4763352c110ef6cf880b0,87a8d8630fe40aa98c1d079e84bdec0af90b39455461144d49cd31352aff09b7
839,kdd_el_nino-small,2,active,ARFF,53373,binaryClass,2014-10-04T14:34:57,782,9,6,3,2766b6b5354e96ab21f4a517e2d34017,be1f5cc01d31656862612d139517951903c5b1fa252c70700fc5338251f4ffc6
840,autoHorse,2,active,ARFF,53374,binaryClass,2014-10-04T14:34:59,205,26,17,9,2ef44beca62750c85eb6f4ee59c4773f,f153604723f9cee755d791054ca9f108a318071acf37b9c9ce2d65dc9bc6da95
841,stock,2,active,ARFF,53375,binaryClass,2014-10-04T14:35:00,950,10,9,1,ce32d61c323dbc3be759288f3feb9e4d,f23816446297366c21ff79638df8d7fa59a06e1729db54f7140c4b548b979851
842,analcatdata_runshoes,2,active,ARFF,53376,binaryClass,2014-10-04T14:35:03,60,11,4,7,c7be9f84499fc740323d9bc12ad34f12,d0b97c851163397ae43eeabdcf13b1e8d962ce46d6cf2d67ed7efec20da87828
843,house_8L,2,active,ARFF,53377,binaryClass,2014-10-04T14:35:06,22784,9,8,1,94f1ff8caa90928e35ba8de078331dec,a81e5937be91da1fb2dd27b03b773cdeb7b0af67388b4cdff368195177e5e383
844,breastTumor,2,active,ARFF,53378,binaryClass,2014-10-04T14:35:07,286,10,1,9,234f6a47c0636efb4d026d2a0458a059,472d56cb071bc7d5a3236e34ef1107e3250852ec7ec496075ba066435fd734e9
845,fri_c0_1000_10,2,active,ARFF,53379,binaryClass,2014-10-04T14:35:09,1000,11,10,1,fa046157e8b432a14c37c838bb6eebd5,13ce52e6434c281e58332e43f05cda64eada16da5775394000951e848a41919a
846,elevators,2,active,ARFF,53380,binaryClass,2014-10-04T14:35:11,16599,19,18,1,1faf9b133d7183b17b9b096a0484731b,9533abd74b671d93a04074d346586faa9377c8c8878ce0882f4b02b6a78230c0
847,wind,2,active,ARFF,53381,binaryClass,2014-10-04T14:35:13,6574,15,14,1,e5052f6bc3c806feb42d96e58f82dac4,415a17c51d8c848d1e7e19a22e0513c76104717fdc03d91f97e577d45301609f
848,schlvote,2,active,ARFF,53382,binaryClass,2014-10-04T14:35:15,38,6,4,2,4146f66f5498def5ecee61e9d28c8113,ad34dd83a4f657bfec72712f10f1d1b91a1238cc3ea84cf878034280ba30757d
849,fri_c0_1000_25,2,active,ARFF,53383,binaryClass,2014-10-04T14:35:16,1000,26,25,1,9af1aa6512f49d92543c442dbb0938f8,87ff57935eae73445159e2c0ec4292c1d0ac0eb16c167b6c21324d4c2148f05b
850,fri_c0_100_50,2,active,ARFF,53384,binaryClass,2014-10-04T14:35:18,100,51,50,1,2a007fad925d6e0785ad2f21483c13a6,5f0b564b4efa7b8e2948f45ebe366bf042e4e50cbfc433321fec93262405f9f2
851,tecator,2,active,ARFF,53385,binaryClass,2014-10-04T14:35:20,240,125,124,1,740d4933d69d409e0bee9cee5410162b,f88453fb79672d7a170cd637783285df778997b999d35fbb8fd36e76ffc767f8
852,analcatdata_gsssexsurvey,2,active,ARFF,53386,binaryClass,2014-10-04T14:35:21,159,10,4,6,2814d78054602a9ad2d28bb622e43a4b,98216f05aeee551e56566582e83a71888579b5b238b23fb223a71425c308b442
853,boston,2,active,ARFF,53387,binaryClass,2014-10-04T14:35:22,506,14,12,2,2f724d0f3c3ad0c0b71ce65300204fd6,77ee619596f42232cbd9e0bf8e9faf36aaf1e355e3792cc42d1d76829d861770
854,fishcatch,2,active,ARFF,53388,binaryClass,2014-10-04T14:35:24,158,8,5,3,9163d58de1180973be922785f2d50b43,074027af9526048fc69e1627accd86516153130b283d5c8f405485dac3296b45
855,fri_c4_500_10,2,active,ARFF,53389,binaryClass,2014-10-04T14:35:25,500,11,10,1,de9c4153089a44db10de879434592f01,fa60b038005b939ff8f0fe0fd8e0288ed5666ecabf7d6ca0f52e2b58a43488a3
857,bolts,2,active,ARFF,53391,binaryClass,2014-10-04T14:35:28,40,8,7,1,501e0b60b3e2fc029849a3606f2e7b8b,ccef04ed9ae89ab0981cc286d935018492664471f6514d31e79f2fa59754e299
858,hungarian,2,active,ARFF,53392,binaryClass,2014-10-04T14:35:31,294,14,6,8,5f4ba166f0f7fba4b6a5947e742bb575,dcbaa2a1b797f6242a58db54fee591ff33d16905e19541fb114b415b80ec4b86
859,analcatdata_gviolence,2,active,ARFF,53393,binaryClass,2014-10-04T14:35:32,74,9,8,1,25816da8ef7bb9536249fd592cfbf796,6b68f91ccb95a19febf43fcb670b0148a6d9e29a50260cb3520eb6e8d3915260
860,vinnie,2,active,ARFF,53394,binaryClass,2014-10-04T14:35:33,380,3,2,1,c25b3d7d62868edab30e89fdcea5b331,5abb087118f7b5ab640e0594cb32a07208b9f29b75829c2c2fe1bc452b35665b
861,auto93,2,active,ARFF,53395,binaryClass,2014-10-04T14:35:35,93,23,16,7,517f20acaedd36a0ef18f221e496cb1f,6bf3fb99ddb533c4424d3324727ebfc617824b70e5daa22d51b3a16fefe06eab
862,sleuth_ex2016,2,active,ARFF,53396,binaryClass,2014-10-04T14:35:36,87,11,8,3,1a127927fd1e8b95a6c438864a30c993,23855ed6d1be8220daeef313b6fa87c7b3a47063a8b4347f9ca8702a43e0bc0c
863,fri_c4_250_10,2,active,ARFF,53397,binaryClass,2014-10-04T14:35:38,250,11,10,1,80e3c2a85eb9c36a10fcfecf9bb609da,94806a47adb2860c162a59d708f5e4e885845d0dc7627b6c481986f5a3da36b3
864,sleuth_ex2015,2,active,ARFF,53398,binaryClass,2014-10-04T14:35:39,60,8,6,2,30da70935732dfce6ee2967636eec325,06eef7e2dcab1d0769cba9fb089bbab43a951f89ad76d5e77ac20de2131c26e7
